Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
42.0190,0.0000,48.4700,24.6200,239.8652,0.2000,0.9866,0.8942,1.9175,23.2018,34.9684,21.1273,31.8796,61.5850,49.0530,53.8273,59.4820,54.4059,53.5010,67.8952
42.3270,0.0000,48.4700,24.6200,239.8257,0.1991,0.9375,0.8662,1.7976,22.9051,35.2569,19.8335,29.7525,54.4724,49.3184,54.1325,65.8307,51.5393,51.5801,65.2822
42.6360,0.0000,48.4700,24.6200,239.8272,0.2000,0.8947,0.8413,1.6890,21.6557,32.2057,18.4152,28.3469,56.4158,48.7382,54.8161,58.6825,51.8182,51.2453,66.8445
42.9440,0.0000,48.4700,24.6200,239.8287,0.2000,0.8552,0.8181,1.5935,20.7712,31.7249,17.3696,27.6000,53.0355,48.1713,53.1675,59.1160,51.5393,52.2052,64.8363
43.2520,0.0000,48.4700,24.6200,239.8353,0.2000,0.8217,0.7969,1.5152,20.3492,31.2578,16.0898,25.9624,53.7445,48.1713,56.2354,63.9090,51.2086,50.0533,63.8761
43.5620,0.0000,48.4700,24.6200,239.8886,0.1998,0.7905,0.7786,1.4406,19.5626,29.6094,15.0043,24.7278,53.3555,48.7382,53.4654,62.4980,51.5393,50.6424,63.3641
43.8710,0.0000,48.4700,24.6200,239.9417,0.2000,0.7621,0.7607,1.3730,18.1953,26.9588,14.0730,23.8112,54.0730,47.6171,54.8161,58.3260,52.7888,51.8624,66.8445
44.1780,0.0000,48.4700,24.6200,239.9944,0.2000,0.7368,0.7451,1.3173,17.9168,26.2091,13.2231,22.2045,57.5888,46.3085,55.9066,62.4980,50.3466,50.0533,62.4461
44.4880,0.0000,48.4700,24.6200,239.9901,0.1993,0.7142,0.7309,1.2618,16.7988,24.5193,12.4221,21.4462,54.8097,47.0753,53.4654,59.1160,51.8182,51.5801,64.3090
44.7970,0.0000,48.4700,24.6200,239.9766,0.2000,0.6932,0.7162,1.2138,16.3266,23.4046,11.6865,20.1321,54.8097,45.7953,53.4654,62.9890,51.5393,48.6628,62.9436
45.1070,0.0000,48.4700,24.6200,239.9630,0.2000,0.6732,0.7043,1.1704,15.5932,22.4605,10.8646,18.8275,54.0730,48.1713,52.8143,62.0947,49.4614,49.7900,62.0375
45.4160,0.0000,48.4700,24.6200,239.9857,0.2000,0.6559,0.6925,1.1307,14.6036,20.7091,10.1563,17.9901,49.7495,45.5201,53.4654,56.8068,51.8182,50.3730,64.8363
45.7230,0.0000,48.4700,24.6200,240.0293,0.1990,0.6391,0.6813,1.0958,14.2996,20.1549,9.5260,16.7882,55.2200,45.7953,46.3331,63.4039,49.2068,48.6628,61.5540
46.0320,0.0000,48.4700,24.6200,240.0732,0.2000,0.6242,0.6723,1.0610,13.3501,18.5961,8.9655,15.7294,52.3446,46.3085,53.1675,56.8068,48.9047,48.3640,62.0375
46.3400,0.0000,48.4700,24.6200,240.0538,0.2000,0.6101,0.6622,1.0325,13.0428,18.1804,8.4113,14.8453,54.0730,30.3278,53.4654,60.7607,48.9047,48.6628,61.1567
46.6500,0.0000,48.4700,24.6200,239.9335,0.2000,0.5968,0.6534,1.0024,12.1518,16.6803,7.9427,13.9726,51.3110,46.3085,52.5235,56.8068,48.6557,48.1178,64.3090
46.9570,0.0000,48.4700,24.6200,239.8144,0.1993,0.5849,0.6418,0.9776,11.6456,15.6671,7.4930,3.3891,51.0146,50.5204,52.5235,57.9038,24.6890,7.6704,4.7001
47.2670,0.0000,48.4700,24.6200,239.7470,0.1999,0.0713,0.1699,0.1312,0.1996,0.2025,0.1874,0.1681,0.3884,0.1946,0.2742,0.1727,0.1649,0.1451,0.1378
47.5760,0.0000,48.4700,24.6200,239.9818,0.8782,0.0637,0.1528,0.1095,0.1135,0.1206,0.1417,0.1235,0.1282,0.1081,0.1366,0.1228,0.1259,0.1143,0.1155
47.8860,0.0000,48.4700,24.6200,240.2174,0.8913,0.0704,0.1470,0.1075,0.1047,0.1125,0.1328,0.1201,0.1147,0.1023,0.1259,0.1169,0.1203,0.1111,0.1126
48.1950,0.0000,48.4700,24.6200,240.4522,0.8960,0.0760,0.1437,0.1090,0.1028,0.1120,0.1294,0.1209,0.1125,0.1013,0.1241,0.1153,0.1190,0.1106,0.1120
48.5040,0.0000,48.4700,24.6200,240.2722,0.8976,0.0797,0.1426,0.1115,0.1028,0.1135,0.1282,0.1229,0.1120,0.1010,0.1237,0.1147,0.1185,0.1107,0.1118
48.8130,0.0000,48.4700,24.6200,240.0540,0.8980,0.0827,0.1429,0.1145,0.1034,0.1154,0.1284,0.1249,0.1118,0.1008,0.1238,0.1142,0.1180,0.1108,0.1115
49.1230,0.0000,48.4700,24.6200,239.8352,0.8980,0.0852,0.1442,0.1174,0.1045,0.1174,0.1288,0.1268,0.1116,0.1005,0.1235,0.1139,0.1180,0.1108,0.1115
49.4330,0.0000,48.4700,24.6200,239.8480,0.8990,0.0873,0.1456,0.1199,0.1056,0.1195,0.1296,0.1289,0.1116,0.1004,0.1237,0.1135,0.1177,0.1107,0.1114
49.7410,0.0000,48.4700,24.6200,239.9672,0.8986,0.0891,0.1472,0.1221,0.1065,0.1212,0.1304,0.1306,0.1116,0.1004,0.1235,0.1132,0.1175,0.1107,0.1114
50.0510,0.0000,48.4700,24.6200,240.0872,0.8990,0.0906,0.1486,0.1243,0.1077,0.1229,0.1312,0.1323,0.1116,0.1003,0.1234,0.1131,0.1174,0.1107,0.1114
50.3590,0.0000,48.4700,24.6200,240.0783,0.8990,0.0918,0.1501,0.1263,0.1085,0.1243,0.1318,0.1338,0.1116,0.1003,0.1234,0.1128,0.1173,0.1107,0.1111
50.6670,0.0000,48.4700,24.6200,239.9117,0.8981,0.0931,0.1513,0.1278,0.1093,0.1257,0.1326,0.1351,0.1115,0.1001,0.1234,0.1125,0.1171,0.1107,0.1111
50.9750,0.0000,48.4700,24.6200,239.7451,0.8980,0.0942,0.1524,0.1293,0.1101,0.1269,0.1333,0.1361,0.1116,0.1001,0.1234,0.1124,0.1170,0.1108,0.1110
51.2850,0.0000,48.4700,24.6200,239.6471,0.8990,0.0951,0.1536,0.1306,0.1108,0.1280,0.1339,0.1371,0.1116,0.1001,0.1232,0.1123,0.1170,0.1107,0.1108
51.5920,0.0000,48.4700,24.6200,239.8153,0.8980,0.0960,0.1545,0.1318,0.1115,0.1290,0.1344,0.1379,0.1115,0.1000,0.1231,0.1121,0.1169,0.1107,0.1108
51.9020,0.0000,48.4700,24.6200,239.9852,0.8980,0.0968,0.1552,0.1327,0.1120,0.1298,0.1351,0.1389,0.1116,0.1000,0.1231,0.1121,0.1166,0.1107,0.1108
52.2100,0.0000,48.4700,24.6200,240.1540,0.8990,0.0965,0.2725,0.4178,0.3220,0.5167,0.6106,0.9117,0.2716,0.2919,0.4723,0.8403,1.6083,2.4002,3.0286
52.5200,0.0000,48.4700,24.6200,240.0870,0.2141,1.2661,3.3824,5.1967,3.8063,5.3893,6.3198,8.2284,12.4271,11.3805,14.2034,21.8451,26.9074,28.4242,35.5691
52.8300,0.0000,48.4700,24.6200,240.0114,0.2089,8.2864,18.8052,27.1991,18.6781,26.2091,28.2473,35.0441,56.7773,46.5455,53.4654,57.1452,64.4655,59.8318,68.9791
53.1370,0.0000,48.4700,24.6200,239.9365,0.2050,28.5764,49.8203,64.1416,40.7134,63.4677,61.9856,66.4983,71.3599,66.2161,79.2369,76.1033,74.2698,67.2546,73.0008
53.4470,0.0000,48.4700,24.6200,239.8920,0.2035,56.2454,73.7788,80.0247,51.5016,81.8393,82.2501,86.1372,81.3692,67.8757,71.4844,72.3453,66.4169,71.0511,76.2732
53.7560,0.0000,48.4700,24.6200,239.8593,0.2020,73.1111,89.3851,93.6563,56.1517,92.0772,89.3160,86.1372,77.4240,73.8555,81.5100,79.4770,74.2698,67.7311,73.6785
54.0660,0.0000,48.4700,24.6200,239.8264,0.2011,82.7015,85.9150,86.3116,55.3201,83.3863,84.8448,86.9124,88.4405,68.3795,69.2228,71.1727,72.4910,68.3118,79.0547
54.3730,0.0000,48.4700,24.6200,239.8045,0.2010,85.1632,83.5541,82.2033,53.3090,84.9922,84.8448,84.4791,68.9323,68.9939,73.3343,70.5488,71.3160,68.8032,75.5478
54.6830,0.0000,48.4700,24.6200,239.7934,0.2008,82.0040,80.5097,80.0247,52.9649,76.7838,76.9817,82.0372,74.5800,67.2807,70.3356,78.0675,70.6909,67.7311,75.5478
54.9900,0.0000,48.4700,24.6200,239.7823,0.2007,71.3877,76.3332,73.8965,49.3902,76.1799,77.6364,74.4318,69.4696,69.5143,68.7283,78.8302,70.1781,67.2546,72.4454
55.3000,0.0000,48.4700,24.6200,239.8099,0.2000,66.0296,70.2486,70.3356,47.4977,69.5025,68.6335,71.3400,81.3692,66.7926,69.2228,68.3506,67.4369,68.8032,74.9537
55.6100,0.0000,48.4700,24.6200,239.9510,0.2000,56.9784,67.0368,68.1441,46.6306,69.0060,64.9101,64.5292,68.9323,68.3795,66.6330,78.0675,63.1158,65.6827,72.4454
55.9190,0.0000,48.4700,24.6200,240.0916,0.2000,53.4898,65.0517,62.7987,42.8579,59.5419,60.1761,61.3071,78.2372,68.9939,68.7283,68.9366,62.2197,64.2680,72.4454
56.2280,0.0000,48.4700,24.6200,240.2294,0.1991,51.5911,58.5022,59.3023,43.5916,60.8219,61.0677,61.3071,70.6812,67.2807,65.0981,76.7065,62.6239,65.2340,71.7899
56.5370,0.0000,48.4700,24.6200,240.2464,0.2000,47.1199,54.4606,57.7289,40.0709,57.9621,57.2118,58.3870,75.9758,67.2807,70.9577,67.3014,63.1158,64.7036,74.9537
56.8460,0.0000,48.4700,24.6200,240.2634,0.2005,42.4974,54.8336,56.6351,41.1669,58.3847,54.1947,56.8574,73.9623,71.3431,67.6646,74.8085,59.2350,63.3297,71.7899
57.1560,0.0000,48.4700,24.6200,240.2804,0.2000,42.0836,49.2563,53.8273,38.4023,53.6815,52.4326,55.7936,76.7590,67.8757,50.9512,66.2834,58.8007,66.2291,76.2732
57.4630,0.0000,48.4700,24.6200,240.2620,0.2000,38.6853,46.3424,54.5033,40.0709,55.4192,51.7707,54.7053,71.9353,65.7431,68.1441,74.1205,59.2350,62.4181,71.2524
57.7730,0.0000,48.4700,24.6200,240.2338,0.2000,36.5323,44.2356,51.2803,38.1853,52.3895,50.8369,52.4174,68.2983,74.4511,68.7283,68.9366,58.0204,61.9316,71.7899
58.0820,0.0000,48.4700,24.6200,240.2056,0.2000,35.1959,38.0017,49.2128,37.7935,52.1043,52.1297,53.7185,78.9279,65.7431,65.0981,66.2834,60.8831,61.9316,73.6785
58.3920,0.0000,48.4700,24.6200,240.2034,0.2000,32.6299,33.6595,46.0632,38.4023,51.4875,50.2138,52.4174,66.0689,68.9939,63.7159,72.8909,58.4435,62.4181,74.2528
58.7010,0.0000,48.4700,24.6200,240.2223,0.2000,29.3699,28.7709,45.5763,38.1853,53.0277,50.2138,50.8483,66.6625,66.2161,65.6318,72.3453,59.6018,60.6701,70.0976
59.0100,0.0000,48.4700,24.6200,240.2411,0.2000,26.5940,24.1428,40.4326,37.2375,51.4875,50.8369,51.7898,51.6712,66.2161,62.3092,64.8558,58.0204,61.5319,73.0008
59.3200,0.0000,48.4700,24.6200,240.2259,0.2000,23.1905,19.7540,37.7727,37.7935,50.2960,51.1251,51.4536,69.4696,65.1843,65.6318,71.1727,58.8007,58.5802,70.0976
59.6290,0.0000,48.4700,24.6200,240.1382,0.2000,19.9989,16.2061,34.1413,36.6641,48.0682,47.0137,50.2568,70.6812,66.2161,61.9071,64.3359,56.5195,58.5802,70.0976
59.9370,0.0000,48.4700,24.6200,240.0508,0.2000,17.6208,12.7990,30.6799,35.5988,49.4117,47.8646,49.9924,63.9786,64.7257,64.1416,71.1727,58.4435,59.3841,72.4454
60.2460,0.0000,48.4700,24.6200,239.9750,0.2000,14.9655,10.1350,27.4746,36.3021,48.8555,46.2396,51.1767,67.7787,62.2706,60.1967,70.5488,58.4435,58.5802,71.7899
60.5540,0.0000,48.4700,24.6200,240.0331,0.2000,12.4308,8.0899,24.7109,35.9471,51.4875,47.5609,48.5606,63.5216,67.2807,65.6318,68.9366,56.1889,57.0349,70.6179
60.8640,0.0000,48.4700,24.6200,240.0915,0.1998,10.5025,6.4103,21.2173,35.7879,48.6068,47.0137,49.4202,68.9323,61.3556,60.5772,63.4039,58.8007,57.7974,72.4454
61.1730,0.0000,48.4700,24.6200,240.1498,0.2000,8.7344,5.1727,18.6919,35.7879,51.7661,44.9433,47.4909,65.5821,65.1843,63.7159,68.3506,55.0929,56.6272,68.9791
61.4830,0.0000,48.4700,24.6200,240.0452,0.2000,7.3443,4.2445,16.0790,34.5923,48.0682,45.4440,49.4202,75.3350,59.6029,61.4312,62.0947,57.6725,57.0349,71.2524
61.7920,0.0000,48.4700,24.6200,239.9111,0.2000,6.1183,3.5358,13.8526,35.1038,49.9804,44.7193,46.7415,61.0769,60.4667,61.9071,69.4325,55.4749,56.2919,68.9791
62.1020,0.0000,48.4700,24.6200,239.7766,0.2000,5.1773,3.0014,11.8405,33.6400,47.5412,43.9737,47.7780,72.6381,57.1512,59.7462,61.6173,57.2603,56.6272,71.2524
62.4100,0.0000,48.4700,24.6200,239.8295,0.2000,4.3623,2.5870,10.2549,34.4447,48.3116,42.1526,45.9702,62.9816,60.4667,59.7462,67.8697,54.4059,55.1804,67.8952
62.7190,0.0000,48.4700,24.6200,240.0004,0.2000,3.7298,2.2653,8.7984,32.8980,49.1574,41.1064,45.2667,61.5850,58.3888,61.9071,66.2834,54.4059,54.4839,67.8952
63.0280,0.0000,48.4700,24.6200,240.1713,0.1991,3.2172,2.0067,7.5518,32.3167,45.2816,39.1250,45.2667,69.4696,54.8903,56.9725,62.4980,54.4059,54.1730,67.3181
63.3350,0.0000,48.4700,24.6200,240.2430,0.2000,2.7940,1.8043,6.5823,31.8810,46.5203,39.8947,44.3331,58.8889,56.7266,58.9374,67.8697,55.4749,53.8044,68.3837
63.6450,0.0000,48.4700,24.6200,240.1478,0.2000,2.4556,1.6395,5.7128,30.9473,44.3527,37.1350,44.5420,68.9323,54.1752,57.7289,60.7607,56.5195,55.8946,65.8253
63.9530,0.0000,48.4700,24.6200,240.0533,0.2000,2.1685,1.5069,5.0107,30.6869,46.2493,36.1388,41.9312,58.4235,57.9460,60.1967,65.8307,53.0811,53.5010,67.8952
64.2620,0.0000,48.4700,24.6200,239.9691,0.2000,1.9424,1.3933,4.4063,29.4463,43.9021,34.8888,42.3453,67.1654,52.7987,57.7289,60.3791,55.7972,53.8044,67.8952
64.5720,0.0000,48.4700,24.6200,239.9549,0.2000,1.7473,1.3005,3.9178,29.6865,45.2816,33.0403,39.8047,60.6597,52.7987,57.7289,66.8349,53.0811,53.5010,66.2847
64.8810,0.0000,48.4700,24.6200,239.9406,0.2000,1.5913,1.2201,3.4900,28.2996,41.9991,31.9875,40.1787,65.0072,51.1432,58.1498,60.7607,55.0929,54.1730,68.3837
65.1890,0.0000,48.4700,24.6200,239.9265,0.1993,1.4554,1.1522,3.1364,28.4002,42.6025,30.5253,38.5320,57.5888,51.1432,54.8161,66.8349,53.7355,52.4943,65.2822
65.4980,0.0000,48.4700,24.6200,239.8242,0.2000,1.3438,1.0942,2.8493,26.8327,41.1962,28.2473,37.5155,54.8097,52.4352,58.9374,62.0947,37.7813,52.2052,66.2847
65.8050,0.0000,48.4700,24.6200,239.7124,0.2000,1.2493,1.0438,2.5941,26.0590,40.0465,26.8263,36.7219,61.5850,50.2422,55.5168,59.9272,55.0929,53.1414,67.3181
66.1140,0.0000,48.4700,24.6200,239.5999,0.1992,1.1645,0.9988,2.3755,25.9568,39.6770,25.6880,34.3482,55.2200,51.1432,55.9066,65.8307,54.4059,51.5801,64.8363
66.4240,0.0000,48.4700,24.6200,239.5370,0.2000,1.0932,0.9592,2.1933,24.4668,36.6290,23.4775,33.0106,62.5385,49.6406,55.1962,59.1160,52.4422,53.8044,67.3181
66.7320,0.0000,48.4700,24.6200,239.5007,0.2000,1.0314,0.9248,2.0379,24.3763,34.5568,22.2660,31.6408,57.5888,49.6406,56.2354,65.8307,52.1567,51.8624,64.3090
67.0410,0.0000,48.4700,24.6200,239.4642,0.1996,0.9779,0.8931,1.2805,6.2267,4.8745,2.2831,1.9507,60.1664,49.3184,55.9066,6.8593,1.4665,0.8646,0.5649
67.3490,0.0000,48.4700,24.6200,239.4781,0.5338,0.0714,0.1702,0.1332,0.2200,0.2506,0.2115,0.2095,0.2170,0.1411,0.1946,0.1450,0.1466,0.1310,0.1265
67.6580,0.0000,48.4700,24.6200,239.5627,0.8839,0.0666,0.1542,0.1138,0.1232,0.1399,0.1493,0.1403,0.1226,0.1056,0.1324,0.1200,0.1241,0.1139,0.1143
67.9660,0.0000,48.4700,24.6200,239.6471,0.8929,0.0719,0.1481,0.1110,0.1096,0.1228,0.1364,0.1289,0.1143,0.1019,0.1256,0.1162,0.1201,0.1115,0.1124
68.2760,0.0000,48.4700,24.6200,239.7322,0.8961,0.0766,0.1447,0.1119,0.1063,0.1192,0.1320,0.1268,0.1126,0.1012,0.1243,0.1150,0.1192,0.1111,0.1120
68.5850,0.0000,48.4700,24.6200,239.8178,0.8980,0.0803,0.1439,0.1142,0.1056,0.1189,0.1306,0.1276,0.1123,0.1009,0.1239,0.1146,0.1186,0.1113,0.1118
68.8950,0.0000,48.4700,24.6200,239.9037,0.8985,0.0831,0.1446,0.1167,0.1060,0.1199,0.1305,0.1289,0.1120,0.1008,0.1238,0.1142,0.1181,0.1110,0.1116
69.2040,0.0000,48.4700,24.6200,239.9893,0.8984,0.0855,0.1456,0.1195,0.1067,0.1212,0.1308,0.1303,0.1120,0.1005,0.1238,0.1136,0.1181,0.1110,0.1115
69.5140,0.0000,48.4700,24.6200,239.8176,0.8988,0.0875,0.1470,0.1216,0.1077,0.1229,0.1316,0.1321,0.1118,0.1005,0.1237,0.1134,0.1177,0.1110,0.1115
69.8240,0.0000,48.4700,24.6200,239.6310,0.8990,0.0893,0.1484,0.1238,0.1085,0.1242,0.1321,0.1335,0.1119,0.1005,0.1237,0.1132,0.1175,0.1108,0.1114
70.1330,0.0000,48.4700,24.6200,239.4450,0.8990,0.0908,0.1498,0.1257,0.1093,0.1257,0.1328,0.1348,0.1118,0.1003,0.1234,0.1129,0.1175,0.1108,0.1112
70.4430,0.0000,48.4700,24.6200,239.5430,0.8986,0.0921,0.1511,0.1274,0.1102,0.1267,0.1333,0.1358,0.1116,0.1003,0.1235,0.1127,0.1171,0.1108,0.1112
70.7520,0.0000,48.4700,24.6200,239.7531,0.8986,0.0933,0.1521,0.1290,0.1108,0.1279,0.1340,0.1371,0.1116,0.1003,0.1234,0.1124,0.1171,0.1108,0.1111
71.0600,0.0000,48.4700,24.6200,239.9625,0.8987,0.0943,0.1533,0.1302,0.1114,0.1289,0.1345,0.1379,0.1115,0.1001,0.1232,0.1124,0.1170,0.1108,0.1110
71.3690,0.0000,48.4700,24.6200,240.0479,0.8990,0.0954,0.1543,0.1314,0.1121,0.1297,0.1351,0.1386,0.1115,0.1001,0.1232,0.1121,0.1169,0.1107,0.1110
71.6780,0.0000,48.4700,24.6200,239.9975,0.8989,0.0963,0.1552,0.1326,0.1127,0.1306,0.1355,0.1395,0.1115,0.1001,0.1231,0.1121,0.1167,0.1108,0.1110
71.9860,0.0000,48.4700,24.6200,239.9473,0.8983,0.0971,0.1559,0.1335,0.1133,0.0554,0.0735,0.1164,0.1115,0.0999,0.1231,0.1120,0.0581,0.1015,0.1094
72.2940,0.0000,48.4700,24.6200,239.9066,0.8990,0.2007,0.5832,0.9075,0.7193,1.1194,1.3085,1.8941,0.9348,0.9902,1.3937,2.5692,4.2891,5.8200,7.3896
72.6040,0.0000,48.4700,24.6200,239.8964,0.2124,2.2724,5.7428,8.8942,6.6539,9.3044,10.4981,13.7495,23.5372,19.8297,24.2008,31.9314,37.9635,39.2779,47.8244
72.9110,0.0000,48.4700,24.6200,239.8862,0.2072,12.3302,26.3366,37.9251,26.1447,38.2635,39.2974,45.2667,63.5216,52.7987,58.5052,68.9366,67.4369,61.0589,68.9791
73.2210,0.0000,48.4700,24.6200,239.8760,0.2040,36.8459,56.9784,69.2228,44.3987,65.8970,67.5130,72.5239,79.7728,64.1837,74.5825,71.1727,76.2566,66.2291,71.7899
73.5300,0.0000,48.4700,24.6200,239.8534,0.2030,62.6869,77.6770,84.6501,53.7277,85.7425,84.8448,88.6672,78.2372,67.8757,70.9577,71.7010,77.5990,71.0511,76.2732
73.8390,0.0000,48.4700,24.6200,239.8309,0.2020,74.3444,84.2780,87.0883,57.4061,91.0430,97.6937,87.8609,71.9353,68.3795,76.4748,79.4770,76.2566,67.2546,74.2528
74.1490,0.0000,48.4700,24.6200,239.8083,0.2010,82.0040,86.8347,86.3116,56.1517,90.1987,86.6118,94.3788,84.7592,68.3795,69.8255,70.5488,74.2698,69.4023,76.2732
74.4580,0.0000,48.4700,24.6200,239.8359,0.2003,76.9383,82.7015,83.0507,56.1517,89.2056,83.9107,81.3453,67.7787,69.5143,72.1267,79.4770,70.6909,65.6827,74.2528
74.7680,0.0000,48.4700,24.6200,239.8790,0.2001,77.6770,82.0040,79.2369,52.2232,74.1951,72.9197,77.0531,77.4240,67.8757,68.1441,69.4325,67.4369,66.6914,76.8882
75.0750,0.0000,48.4700,24.6200,239.9217,0.2000,69.1448,74.3444,72.1267,51.1162,74.8839,76.9817,71.3400,68.9323,68.9939,70.3356,79.4770,66.9695,66.6914,64.3090
75.3850,0.0000,48.4700,24.6200,240.0123,0.2010,64.1020,69.6423,68.7283,46.8982,68.4194,67.5130,71.9810,83.0300,66.2161,67.6646,70.5488,68.0064,67.2546,74.2528
75.6960,0.0000,48.4700,24.6200,240.1456,0.2000,58.8598,66.0296,67.0980,45.7427,65.3611,62.4119,64.5292,68.9323,72.5778,72.6707,71.7010,64.0377,67.2546,74.9537
76.0020,0.0000,48.4700,24.6200,240.2767,0.2000,51.2600,63.1793,64.6599,43.5916,63.4677,61.9856,61.3071,68.9323,70.6869,73.8965,74.8085,62.2197,63.7528,72.4454
76.3120,0.0000,48.4700,24.6200,240.3185,0.2000,48.4088,57.3178,58.9374,42.3673,57.6145,55.6631,58.8183,73.9623,67.8757,64.6599,69.4325,61.3484,59.3841,73.0008
76.6190,0.0000,48.4700,24.6200,240.1429,0.2000,44.9026,55.1483,55.9066,39.8350,55.7412,57.2118,58.8183,71.9353,68.9939,68.1441,68.3506,62.6239,66.2291,74.9537
76.9280,0.0000,48.4700,24.6200,239.9662,0.2000,42.2707,51.2600,57.7289,41.6304,57.9621,54.1947,56.8574,73.2341,67.2807,68.1441,75.3916,59.6018,62.8292,72.4454
77.2370,0.0000,48.4700,24.6200,239.7992,0.2000,40.8879,48.1649,52.8143,38.4023,53.6815,53.1112,53.7185,70.1254,69.5143,68.7283,67.3014,58.8007,65.6827,76.8882
77.5450,0.0000,48.4700,24.6200,239.8113,0.2000,38.3405,46.8426,54.1325,39.6406,55.4192,52.8006,53.7185,70.1254,69.5143,70.3356,71.7010,56.5195,61.5319,72.4454
77.8550,0.0000,48.4700,24.6200,239.8235,0.2000,36.8459,41.2790,50.3585,38.0062,51.7661,50.8369,55.7936,70.6812,67.8757,65.6318,66.8349,58.4435,65.2340,75.5478
78.1620,0.0000,48.4700,24.6200,239.8356,0.2002,34.3482,36.8459,48.6589,37.4095,52.1043,36.4650,52.4174,65.0072,66.2161,66.6330,65.8307,60.0479,61.0589,72.4454
78.4720,0.0000,48.4700,24.6200,239.8139,0.2000,31.4259,33.0204,47.0683,38.1853,53.3824,50.8369,52.4174,68.2983,67.8757,64.6599,72.3453,57.6725,60.2100,70.6179
78.7810,0.0000,48.4700,24.6200,239.7843,0.2000,29.1675,27.5427,43.5244,37.0331,49.9804,49.2798,52.7077,69.4696,66.2161,66.0832,65.8307,57.2603,62.4181,75.5478
79.0880,0.0000,48.4700,24.6200,239.7548,0.2000,25.4652,23.1319,41.4265,38.5850,52.7357,49.6055,51.1767,70.1254,64.7257,65.0981,71.7010,57.6725,58.5802,71.2524
79.3980,0.0000,48.4700,24.6200,239.7419,0.2000,22.7522,18.9799,36.7963,36.6641,51.1571,49.8802,51.4536,70.6812,67.2807,64.6599,64.3359,58.8007,60.2100,73.0008
79.7070,0.0000,48.4700,24.6200,239.7416,0.1993,19.6166,15.2202,33.7225,37.0331,49.1574,47.8646,51.4536,67.7787,63.2129,62.3092,71.1727,58.4435,58.5802,73.0008
80.0160,0.0000,48.4700,24.6200,239.7412,0.2000,16.6761,12.0989,30.0250,37.0331,50.5620,50.4951,49.6787,64.5356,65.1843,62.7987,72.3453,58.0204,57.3790,71.2524
80.3250,0.0000,48.4700,24.6200,239.7836,0.2000,14.2895,9.7137,26.7722,36.1399,48.3116,46.4788,49.4202,67.7787,65.1843,62.3092,65.8307,57.2603,56.6272,69.4831
80.6360,0.0000,48.4700,24.6200,239.9112,0.2000,12.0612,7.6140,23.5150,35.5988,49.7203,47.3106,49.4202,64.5356,62.7811,61.0401,64.8558,56.9212,58.9429,71.7899
80.9440,0.0000,48.4700,24.6200,240.0374,0.2000,10.1350,6.0960,20.5786,36.3021,49.4117,48.4314,49.1134,64.5356,61.8514,62.3092,70.5488,57.6725,55.8946,68.9791
81.2530,0.0000,48.4700,24.6200,240.1507,0.1996,8.3914,4.9382,18.0265,35.9471,50.8849,45.9557,48.5606,73.2341,60.9484,50.6801,70.5488,54.7785,55.8946,70.6179
81.5640,0.0000,48.4700,24.6200,240.1479,0.2000,7.0272,4.0655,15.5155,34.2691,46.7486,44.7193,48.8606,67.7787,58.7630,62.3092,62.0947,55.0929,57.0349,72.4454
81.8710,0.0000,48.4700,24.6200,240.1452,0.1990,5.8806,3.4189,13.2628,34.2691,46.7486,43.0443,48.0199,65.0072,50.2422,59.7462,62.4980,54.7785,55.1804,68.3837
82.1790,0.0000,48.4700,24.6200,240.1424,0.2000,4.9659,2.9035,11.4503,32.8980,48.0682,44.4533,46.9732,65.0072,59.2182,61.9071,62.0947,56.9212,55.8946,71.2524
82.4880,0.0000,48.4700,24.6200,240.1089,0.2000,4.2110,2.5091,9.8605,33.8093,46.2493,42.3922,46.7415,63.5216,56.3775,58.5052,68.3506,56.1889,55.8946,70.0976
82.7970,0.0000,48.4700,24.6200,240.0706,0.2000,3.6143,2.2053,8.4494,32.4470,45.7605,40.2907,46.7415,58.4235,57.9460,58.9374,62.0947,56.5195,57.0349,71.7899
83.1040,0.0000,48.4700,24.6200,240.0325,0.2000,3.1139,1.9674,7.3927,32.3167,47.2584,40.4733,44.7951,62.9816,57.5820,63.2123,66.8349,55.0929,53.8044,67.8952
83.4130,0.0000,48.4700,24.6200,240.0078,0.1992,2.7146,1.7701,6.3651,31.6051,45.5416,37.8295,45.4842,66.0689,55.9641,57.3826,61.2250,55.7972,56.2919,70.6179
83.7210,0.0000,48.4700,24.6200,239.9915,0.2000,2.3899,1.6121,5.5568,30.4307,45.0672,37.4791,43.4365,56.4158,54.1752,59.3023,60.7607,55.0929,54.4839,69.4831
84.0290,0.0000,48.4700,24.6200,239.9752,0.2000,2.1173,1.4828,4.8973,31.4812,46.0259,36.4650,42.3453,60.6597,53.4783,56.2354,66.2834,54.0991,53.5010,65.8253
84.3390,0.0000,48.4700,24.6200,239.9558,0.2000,1.8955,1.3751,4.3047,29.9306,46.0259,35.0542,40.7350,57.5888,55.9641,60.1967,65.8307,53.7355,53.5010,66.2847
